extract_dt,region_id,market_name,category,commodity,price
2026-02-14,030000000,BALER PUBLIC MARKET,Legumes,Mungbean - KG,130.0
2026-02-14,030000000,BALANGA CITY PUBLIC MARKET,Legumes,Mungbean - KG,140.0
2026-02-14,030000000,SAN ILDEFONSO PUBLIC MARKET,Legumes,Mungbean - KG,140.0
2026-02-14,030000000,GUAGUA PUBLIC MARKET,Legumes,Mungbean - KG,150.0
2026-02-14,030000000,CALUMPIT PUBLIC MARKET,Legumes,Mungbean - KG,130.0
2026-02-14,030000000,TALAVERA PUBLIC MARKET,Legumes,Mungbean - KG,130.0
2026-02-14,030000000,QUEZON PUBLIC MARKET,Legumes,Mungbean - KG,150.0
2026-02-14,030000000,SAN LEONARDO PUBLIC MARKET,Legumes,Mungbean - KG,110.0
2026-02-14,030000000,CASIGURAN PUBLIC MARKET,Legumes,Mungbean - KG,130.0
