extract_dt,region_id,region_name,market_name,category,commodity,price,scrape_ts
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",FRUITS,Pomelo - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",FRUITS,Watermelon - KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Bell Pepper (Green) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Bell Pepper (Red) - MEDIUM (151-250GM/PC),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),LAMITAN CITY PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Broccoli - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),LAMITAN CITY PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Cabbage (Rare Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Cabbage (Scorpio) - 750GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),LAMITAN CITY PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Cabbage (Wonder Ball) - 510GM-1KG/HEAD,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Carrots - 8-10PCS/KG,,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY OLD MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU ODIN SINSUAT PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),DATU PAGLAS PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"JOLO PUBLIC, SERANTES CHINESE PIER MARKET",HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),LAMITAN CITY PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MAIMBUNG PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),MALUSO PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),OMAIRA MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),PARANG PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),SHARIFF AGUAK PUBLIC MARKET,HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),"TUCA PUBLIC MARKET, MARAWI CITY",HIGHLAND VEGETABLES,Cauliflower - MEDIUM (8-10CM DIAMETER/BUNCH HD),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),BONGAO PUBLIC MARKET,HIGHLAND VEGETABLES,Celery - MEDIUM (501-800 G),,2026-02-11T13:58:45.973116+08:00
2026-02-11,150000000,BARMM (Bangsamoro Autonomous Region of Muslim Mindanao),COTABATO CITY MEGA MARKET,HIGHLAND VEGETABLES,Celery - MEDIUM (501-800 G),,2026-02-11T13:58:45.973116+08:00
