extract_dt,region_id,market_name,category,commodity,price
2026-02-13,010000000,CITY OF BATAC PUBLIC MARKET,Legumes,Mungbean - KG,100.0
2026-02-13,010000000,LAOAG CITY COMMERCIAL COMPLEX,Legumes,Mungbean - KG,100.0
2026-02-13,010000000,CANDON CITY FARMERS PUBLIC MARKET,Legumes,Mungbean - KG,120.0
2026-02-13,010000000,VIGAN CITY PUBLIC MARKET,Legumes,Mungbean - KG,120.0
2026-02-13,010000000,SAN FERNANDO CITY WET MARKET,Legumes,Mungbean - KG,110.0
2026-02-13,010000000,ALAMINOS NEPO ALLEY MARKET(ALAMINOS CITY),Legumes,Mungbean - KG,100.0
2026-02-13,010000000,URDANETA CITY PUBLIC MARKET,Legumes,Mungbean - KG,100.0
2026-02-13,010000000,SAN CARLOS NEW PUBLIC MARKET,Legumes,Mungbean - KG,120.0
