extract_dt,region_id,market_name,category,commodity,price
2026-02-12,70000000,DAO PUBLIC MARKET,Fish,Tilapia - MEDIUM (5-6PCS/KG),200.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fish,Squid (Pusit Bisaya) - Medium,240.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fish,Yellow-Fin Tuna (Tambakol),350.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fish,Bangus (Large) - LARGE (KG),250.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Calamansi - KG,100.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Banana (Lakatan) - 8-10PCS/KG,80.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Banana (Latundan) - 10-12PCS/KG,50.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,"Mango (Carabao) - RIPE, 3-4PCS/KG",150.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,"Papaya - SOLO, RIPE, 2-3PCS",50.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Pomelo - KG,150.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Watermelon - KG,60.0
2026-02-12,70000000,DAO PUBLIC MARKET,Fruits,Banana (Saba) - KG,30.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Ampalaya - 4-5 PCS/KG,120.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Squash - SUPREMA VARIETY,50.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Pechay (Native) - 3-4 SMALL BUNDLES/KG,100.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Sitao - 3-4 SMALL BUNDLES/KG,120.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Eggplant - 3-4 SMALL BUNDLES/KG,100.0
2026-02-12,70000000,DAO PUBLIC MARKET,Lowland Vegetables,Tomato - 15-18 PCS/KG,100.0
2026-02-12,70000000,DAO PUBLIC MARKET,Corn,"Corn (Yellow) - Cob, Sweet Corn",100.0
2026-02-12,70000000,DAO PUBLIC MARKET,Corn,"Corn Grits (White, Food Grade) - KG",52.0
2026-02-12,70000000,DAO PUBLIC MARKET,Corn,"Corn Cracked (Yellow, Feed Grade) - KG",45.0
2026-02-12,70000000,DAO PUBLIC MARKET,Corn,Corn Grits (Feed Grade) - KG,43.0
2026-02-12,70000000,DAO PUBLIC MARKET,Legumes,Mungbean - KG,120.0
2026-02-12,070000000,DAO PUBLIC MARKET,Rice,COMMERCIAL (IMPORTED) Premium (Yellow tagged) - 5% BROKEN,56.0
2026-02-12,070000000,DAO PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Premium (Yellow tagged) - 5% BROKEN,58.0
2026-02-12,070000000,DAO PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Regular Milled - 20-40% BRAN STREAK,43.0
2026-02-12,070000000,DAO PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Special (Blue tagged) - WHITE RICE,59.0
2026-02-12,070000000,DAO PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Well Milled - 1-19% BRAN STREAK,45.0
2026-02-12,070000000,DAO PUBLIC MARKET,Corn,"Corn (Yellow) - Cob, Sweet Corn",100.0
2026-02-12,070000000,DAO PUBLIC MARKET,Corn,"Corn Grits (White, Food Grade) - KG",52.0
2026-02-12,070000000,DAO PUBLIC MARKET,Corn,"Corn Cracked (Yellow, Feed Grade) - KG",45.0
2026-02-12,070000000,DAO PUBLIC MARKET,Corn,Corn Grits (Feed Grade) - KG,43.0
2026-02-12,070000000,DAO PUBLIC MARKET,Legumes,Mungbean - KG,120.0
2026-02-12,070000000,DAO PUBLIC MARKET,Fish,Tilapia - MEDIUM (5-6PCS/KG),200.0
2026-02-12,070000000,DAO PUBLIC MARKET,Fish,Squid (Pusit Bisaya) - Medium,240.0
2026-02-12,070000000,DAO PUBLIC MARKET,Fish,Yellow-Fin Tuna (Tambakol),350.0
2026-02-12,070000000,DAO PUBLIC MARKET,Fish,Bangus (Large) - LARGE (KG),250.0
