extract_dt,region_id,market_name,category,commodity,price
2026-02-16,130000000,PRITIL MARKET,Rice,COMMERCIAL (IMPORTED) Premium (Yellow tagged) - 5% BROKEN,55.0
2026-02-16,130000000,PACO MARKET,Rice,COMMERCIAL (IMPORTED) Premium (Yellow tagged) - 5% BROKEN,52.0
2026-02-16,130000000,TRABAJO MARKET,Rice,COMMERCIAL (IMPORTED) Premium (Yellow tagged) - 5% BROKEN,55.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (IMPORTED) Premium (Yellow tagged) - 5% BROKEN,58.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (IMPORTED) Regular Milled - 20-40% BRAN STREAK,37.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (IMPORTED) Well Milled - 1-19% BRAN STREAK,44.0
2026-02-16,130000000,PRITIL MARKET,Rice,COMMERCIAL (LOCAL) Premium (Yellow tagged) - 5% BROKEN,46.0
2026-02-16,130000000,PACO MARKET,Rice,COMMERCIAL (LOCAL) Premium (Yellow tagged) - 5% BROKEN,55.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Premium (Yellow tagged) - 5% BROKEN,58.0
2026-02-16,130000000,PRITIL MARKET,Rice,COMMERCIAL (LOCAL) Regular Milled - 20-40% BRAN STREAK,42.0
2026-02-16,130000000,PRITIL MARKET,Rice,COMMERCIAL (LOCAL) Special (Blue tagged) - WHITE RICE,58.0
2026-02-16,130000000,PACO MARKET,Rice,COMMERCIAL (LOCAL) Special (Blue tagged) - WHITE RICE,60.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Special (Blue tagged) - WHITE RICE,60.0
2026-02-16,130000000,PRITIL MARKET,Rice,COMMERCIAL (LOCAL) Well Milled - 1-19% BRAN STREAK,42.0
2026-02-16,130000000,PACO MARKET,Rice,COMMERCIAL (LOCAL) Well Milled - 1-19% BRAN STREAK,50.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Rice,COMMERCIAL (LOCAL) Well Milled - 1-19% BRAN STREAK,46.0
2026-02-16,130000000,PRITIL MARKET,Corn,"Corn (Yellow) - Cob, Sweet Corn",75.0
2026-02-16,130000000,PACO MARKET,Corn,"Corn (Yellow) - Cob, Sweet Corn",75.0
2026-02-16,130000000,NEW MARULAS PUBLIC MARKET,Corn,"Corn (Yellow) - Cob, Sweet Corn",110.0
2026-02-16,130000000,PRITIL MARKET,Legumes,Mungbean - KG,120.0
2026-02-16,130000000,PACO MARKET,Legumes,Mungbean - KG,120.0
2026-02-16,130000000,TRABAJO MARKET,Legumes,Mungbean - KG,140.0
